Test, Degree
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,4
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,4
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,4
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,3
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,2
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
model_BA_5000_0.5_1,1
